,MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family
0,1.0,0.15293629822038401,-0.10558590284401899,0.20072191480856602,0.31720106234325895,0.260763853131077,0.10094464081005301,-0.150062604917616,-0.17112763198601,0.12467643614843801,0.188654145822323,-0.0756217229244772,-0.156435925226375,0.0822451152835443,0.135752042383891,-0.0240166450287792,-0.108351107221198,-0.0776225214037558,-0.009567801519142341,0.0576839754007957,0.11868013506869199,0.0140384456733697,Leptodactylidae
1,1.0,0.171534257314109,-0.0989747371205295,0.26842522082701703,0.33867186299545304,0.268353099863332,0.0608350871920449,-0.22247464037924397,-0.207692670568256,0.170882873543032,0.27095827998887,-0.0950039445276873,-0.254341468381362,0.0227862345814336,0.163320101050209,0.0120222808645159,-0.0909740108032878,-0.0565095219192882,-0.035303356812478995,0.0201399631478018,0.0822629868835422,0.0290557421631693,Leptodactylidae
2,1.0,0.15231708518985598,-0.0829726738725973,0.28712795730653196,0.276014083988895,0.18986677258142398,0.008713956749019591,-0.24223423069736302,-0.21915332438457397,0.232538316574083,0.26606448190724696,-0.07282718668241099,-0.23738356093961302,0.0507907353425093,0.20733840580524,0.0835356991035397,-0.0506914300740697,-0.0235902291809596,-0.0667215489148675,-0.0250832267732169,0.0991083997463254,0.0771623846958952,Leptodactylidae
3,1.0,0.22439244572154998,0.11898466399292698,0.329431728991851,0.37208800967925,0.36100456768708,0.0155010402636969,-0.1943474518771,-0.0981806677778217,0.270375424774079,0.26727890938966603,-0.162258251525887,-0.31708423109750106,-0.0115674334348972,0.100412825039324,-0.0502237308220074,-0.13600940404278,-0.17703700852503101,-0.130498132704666,-0.0547663962602304,-0.018691446529289,0.0239543085482256,Leptodactylidae
4,1.0,0.0878169091598283,-0.0683448878848087,0.30696672068855296,0.33092294068947603,0.249143914245263,0.00688371297114425,-0.265423361986448,-0.172699811727761,0.26643426004350196,0.33269514924203303,-0.10074854362089801,-0.298523875475902,0.037438885320215,0.21915282723128895,0.0628372293931531,-0.0488846180288039,-0.0530735072212773,-0.0885504031444007,-0.0313455727580116,0.10860983172011802,0.0792443322969332,Leptodactylidae
5,1.0,0.0997037443473087,-0.0334078182287543,0.34989505512395797,0.344535329026687,0.24756875982513302,0.0224069570042632,-0.213767158106655,-0.127915977596892,0.277352618080055,0.309861295356038,-0.134527915518185,-0.295122687352635,0.0124860225035278,0.18064101583707198,0.0552417758645229,-0.0804874618930624,-0.130089219910283,-0.17147761109645698,-0.0715693987933071,0.0776429543728141,0.0649025871698588,Leptodactylidae
6,1.0,0.0216756390813221,-0.0620752914531054,0.318229461055719,0.380439101953914,0.179042904800709,-0.0416665676598535,-0.25229986876237803,-0.167117027668498,0.22002721677848897,0.260325776550994,-0.10037909685846601,-0.23642797321463196,0.0270699959993242,0.21692303772879898,0.0648531996210152,-0.0466202523470996,-0.0551461184754089,-0.085971746729402,-0.00912682052745849,0.0656303577934855,0.0440404903196165,Leptodactylidae
7,1.0,0.145130379393796,-0.0336602151402735,0.284166085421286,0.279537342192464,0.175210684017332,0.00579147281058601,-0.183329275921471,-0.158483127787544,0.192567048841457,0.264184230179013,-0.0637483365766121,-0.25098127568612,-0.00901526487785273,0.18426622112472502,0.0756541428575543,-0.0559778411979371,-0.0482189587421892,-0.0566366211144573,-0.0224187451862948,0.0700845851898373,0.0214193585161363,Leptodactylidae
8,1.0,0.271326131375548,0.0277769870564642,0.3757383108784939,0.385432287352579,0.27245699445133703,0.0981920318214934,-0.17372964458285098,-0.15785695566640198,0.207180655723292,0.26993219428368503,-0.122893350201343,-0.282426715957366,-0.0449844854719852,0.0644251714771492,-0.0321670105858409,-0.12072260378594901,-0.112607447683261,-0.156933071310349,-0.11852711309403301,-0.00247110657871239,0.0023042105916592,Leptodactylidae
9,1.0,0.120565353481553,-0.107235174962654,0.31655509211608895,0.364436891910481,0.307757415408049,0.0259922296384118,-0.294179020077047,-0.223236110214274,0.268434603872369,0.36781272606996707,-0.0910623891769179,-0.32843287231767104,0.0426782281459121,0.236484423755943,0.0534362557702733,-0.0510734748877256,-0.052567619274977995,-0.11133810074254401,-0.0400139305498611,0.0902043087057018,0.0880251054233316,Leptodactylidae
10,1.0,0.14853890519219,-0.0969099650618435,0.25752296961229804,0.260880513427086,0.312603340722219,0.134134308678479,-0.216262303482561,-0.189333991744634,0.26195978886989196,0.21970859905717605,-0.151473158065167,-0.265781169259542,0.0513621981842604,0.22178371849084302,0.11188362664383099,-0.0340821417149523,-0.120715692977453,-0.100800065578553,-0.00199190313957075,0.11146167025516901,0.10363719139470401,Leptodactylidae
11,1.0,0.27794767159506,0.09165680535264802,0.331656333592749,0.307372143137348,0.257359159305863,0.0657022737213458,-0.19186010415523,-0.133537483545665,0.220020310464294,0.197528468684333,-0.156835380156482,-0.281641925432156,-0.0251451722438662,0.11986968914722802,-0.0182603844235413,-0.11916658777366301,-0.110899642574579,-0.112485127921987,-0.0531840614040226,0.0442909398722479,-0.0114563359744271,Leptodactylidae
12,1.0,0.10610862577463198,-0.025789879344397998,0.358874564570307,0.297542579592806,0.244335053295547,0.0164460614873334,-0.28873253543838695,-0.146730584625737,0.31420725596248905,0.321417181554652,-0.13346117503714802,-0.28428970620861,0.0162041655458081,0.19850873721711698,0.0785104499548387,-0.0629389057370783,-0.0711822582176969,-0.0668265611909475,-0.0280482991086959,0.0583525286394493,0.0643680167233801,Leptodactylidae
